File,Result,Runtime (s)
b.15-alloca_true-termination.c.i_Iteration4_Lasso+nonterminationTemplate.smt2,UNSAT,0.2971
b.17-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSAT,0.2782
c.03-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSAT,0.2808
diff-alloca_true-termination.c.i_Iteration7_Lasso+nonterminationTemplate.smt2,UNSAT,0.1153
flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSAT,0.4155
java_AG313-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSAT,0.0792
openbsd_cstpncpy-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSAT,0.0843
openbsd_cstrstr-alloca_true-termination.c.i_Iteration8_Lasso+nonterminationTemplate.smt2,UNSAT,0.3523
substring-alloca_true-termination.c.i_Iteration5_Lasso+nonterminationTemplate.smt2,UNSAT,0.1048
twisted-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSAT,0.2102
problem-000001.cvc.1.smt2,SAT,0.0963
problem-000001.cvc.2.smt2,UNSAT,0.1477
problem-000003.cvc.1.smt2,SAT,0.1514
problem-000003.cvc.2.smt2,SAT,0.2503
problem-000005.cvc.1.smt2,SAT,0.116
problem-000005.cvc.2.smt2,UNSAT,0.3141
problem-000007.cvc.1.smt2,SAT,0.1435
problem-000008.cvc.1.smt2,SAT,0.1383
problem-000008.cvc.2.smt2,SAT,0.2556
problem-000012.cvc.1.smt2,SAT,0.1622
problem-000012.cvc.2.smt2,UNSAT,0.2265
problem-000013.cvc.1.smt2,SAT,0.1662
problem-000016.cvc.1.smt2,SAT,0.3384
problem-000016.cvc.2.smt2,UNSAT,0.6325
problem-000019.cvc.1.smt2,SAT,0.13
problem-000019.cvc.2.smt2,SAT,0.3787
problem-000021.cvc.1.smt2,SAT,0.1255
problem-000021.cvc.2.smt2,UNSAT,0.1733
problem-000024.cvc.1.smt2,SAT,0.1252
problem-000025.cvc.1.smt2,SAT,0.1218
problem-000025.cvc.2.smt2,UNSAT,0.3777
problem-000030.cvc.1.smt2,SAT,0.0941
problem-000030.cvc.2.smt2,UNSAT,0.1693
problem-000031.cvc.1.smt2,SAT,0.4252
problem-000032.cvc.1.smt2,SAT,0.4116
problem-000032.cvc.2.smt2,SAT,0.3471
problem-000036.cvc.1.smt2,SAT,0.131
problem-000036.cvc.2.smt2,UNSAT,0.1761
problem-000037.cvc.1.smt2,SAT,0.1281
problem-000043.cvc.1.smt2,SAT,0.1253
problem-000044.cvc.1.smt2,SAT,0.1089
problem-000044.cvc.2.smt2,UNSAT,0.1917
problem-000062.cvc.1.smt2,SAT,0.1799
problem-000062.cvc.2.smt2,UNSAT,0.1459
problem-000063.cvc.1.smt2,UNSAT,0.8957
problem-000064.cvc.1.smt2,UNSAT,0.1235
problem-000080.cvc.1.smt2,UNSAT,0.6047
problem-000081.cvc.1.smt2,SAT,0.1877
problem-000081.cvc.2.smt2,UNSAT,0.1346
problem-000084.cvc.1.smt2,UNSAT,0.1336
problem-000100.cvc.1.smt2,SAT,0.181
problem-000100.cvc.2.smt2,UNSAT,0.1397
problem-000103.cvc.1.smt2,UNSAT,0.2227
problem-000104.cvc.1.smt2,UNSAT,0.1194
problem-000120.cvc.1.smt2,SAT,0.165
problem-000123.cvc.1.smt2,UNSAT,0.4112
problem-000124.cvc.1.smt2,UNSAT,0.1133
problem-000125.cvc.1.smt2,SAT,0.186
problem-000125.cvc.2.smt2,UNSAT,0.4269
problem-000128.cvc.1.smt2,SAT,0.7836
term-0Awwcv.smt2,SAT,0.1032
term-0BB4ks.smt2,UNSOLVED,4.0
term-0Hb4yp.smt2,SAT,0.0296
term-0iwxZS.smt2,SAT,0.178
term-3qaBfW.smt2,SAT,0.0201
term-3rtjVi.smt2,SAT,0.0207
term-3wwoHp.smt2,SAT,0.8984
term-44GWq9.smt2,SAT,0.0688
term-47h0ua.smt2,SAT,0.5088
term-4AzLVe.smt2,SAT,0.0265
term-4LNX6G.smt2,SAT,0.0318
term-4Th0Gp.smt2,SAT,0.1565
term-4UoYtH.smt2,SAT,0.033
term-4d0iwO.smt2,SAT,0.0302
term-5Luqnl.smt2,SAT,0.0259
term-607QpU.smt2,SAT,0.4036
term-6k3pKM.smt2,SAT,0.241
term-6mYU5G.smt2,SAT,0.0825
term-6zE855.smt2,SAT,0.1469
term-71B6am.smt2,SAT,0.0445
term-7DXK1v.smt2,SAT,0.7681
term-7fXGzy.smt2,SAT,0.0245
term-7njo7V.smt2,SAT,0.0196
term-7zXPfO.smt2,SAT,0.0537
term-87NL0Z.smt2,UNSOLVED,4.0
term-8UXrgn.smt2,SAT,0.0565
term-9AOvYh.smt2,SAT,0.0209
term-9mUXbx.smt2,SAT,0.1123
term-9uFTFt.smt2,SAT,0.4037
term-AlRgl3.smt2,SAT,0.1623
term-Aon9bM.smt2,SAT,0.041
term-AvoWGH.smt2,SAT,0.0293
term-AwuLMZ.smt2,SAT,0.0863
term-BKc7xf.smt2,UNSOLVED,4.0
term-BWHEfg.smt2,SAT,0.0314
term-BjWYcv.smt2,SAT,0.0423
term-BpsRn7.smt2,UNSOLVED,4.0
term-CrNtep.smt2,SAT,0.0235
term-DtOD2C.smt2,SAT,0.0242
term-EcNqkB.smt2,SAT,0.1298
term-F85Fh4.smt2,SAT,0.0776
term-G0osfI.smt2,SAT,0.0426
term-GPalmJ.smt2,SAT,0.0541
term-Gxx8TQ.smt2,SAT,0.8359
term-H5JQ97.smt2,SAT,0.0199
term-H9wl52.smt2,SAT,0.0219
term-HonGrM.smt2,SAT,0.0253
term-JpE7g8.smt2,SAT,0.0393
term-Jzxbf6.smt2,UNSOLVED,4.0
term-K0mzk0.smt2,SAT,0.4863
01.smt2,UNSOLVED,4.0
02.smt2,UNSOLVED,4.0
03.smt2,UNSOLVED,4.0
04.smt2,UNSOLVED,4.0
05.smt2,UNSOLVED,4.0
06.smt2,UNSOLVED,4.0
07.smt2,UNSOLVED,4.0
08.smt2,UNSOLVED,4.0
09.smt2,UNSOLVED,4.0
10.smt2,UNSOLVED,4.0
100.smt2,UNSOLVED,4.0
101.smt2,UNSOLVED,4.0
102.smt2,UNSOLVED,4.0
103.smt2,UNSOLVED,4.0
104.smt2,UNSOLVED,4.0
105.smt2,UNSOLVED,4.0
106.smt2,UNSOLVED,4.0
107.smt2,UNSOLVED,4.0
108.smt2,UNSOLVED,4.0
109.smt2,SAT,1.1081
11.smt2,UNSOLVED,4.0
110.smt2,UNSOLVED,4.0
111.smt2,UNSOLVED,4.0
112.smt2,UNSOLVED,4.0
113.smt2,SAT,1.5753
114.smt2,UNSOLVED,4.0
115.smt2,UNSOLVED,4.0
116.smt2,UNSOLVED,4.0
117.smt2,UNSOLVED,4.0
118.smt2,UNSOLVED,4.0
119.smt2,UNSOLVED,4.0
12.smt2,UNSOLVED,4.0
120.smt2,UNSOLVED,4.0
121.smt2,UNSOLVED,4.0
122.smt2,UNSOLVED,4.0
123.smt2,UNSOLVED,4.0
124.smt2,UNSOLVED,4.0
125.smt2,UNSOLVED,4.0
126.smt2,UNSOLVED,4.0
127.smt2,UNSOLVED,4.0
128.smt2,UNSOLVED,4.0
129.smt2,UNSOLVED,4.0
13.smt2,UNSOLVED,4.0
130.smt2,UNSOLVED,4.0
131.smt2,UNSOLVED,4.0
132.smt2,UNSOLVED,4.0
133.smt2,UNSOLVED,4.0
134.smt2,UNSOLVED,4.0
135.smt2,UNSOLVED,4.0
136.smt2,UNSOLVED,4.0
SUMMARY,SAT:140 UNSAT:149 UNSOLVED246,1084.3861
